ORG_UNIT_NO,FULL_NAME,Postal Address,Physical Address,Email,Phone,Fax,Contact,Portfolio,Enrolment,Description
5764,City West Child Care Centre,"c/- Adelaide Inst of TAFE, GPO Box 1872, Adelaide SA 5000","222-228 Waymouth Street, Adelaide SA 5000",childcare.citywest@unisa.edu.au,(08) 8417 4200,,Ms Nahid Mehraein,,,Non Government Preschool Providers
4779,Colonel Light Gardens World of Learning,,"57 Salisbury Crescent, Colonel Light Gardens SA 5041",colonellightgardens@worldoflearning.com.au,(08) 8272 9399,(08) 8272 9379,Ms Kirsty Lake,,,Non Government Preschool Providers
4742,Community Kids Ashford Early Education Centre,,"62-64 Anzac Highway, Everard Park SA 5035",ashford@communitykids.com.au,(08) 8351 2222,(08) 8351 2222,Ms Shari Price,,,Non Government Preschool Providers
3028,Community Kids Blossomvale Early Education Centre,,"1 Aldersey Street, McLaren Vale SA 5171",blossomvale@communitykids.com.au,(08) 8323 9992,(08) 8323 9994,Ms Veronica Welsh,,,Non Government Preschool Providers
5372,Community Kids Greenacres Early Education Centre,,"3-5 Rellum Road, Greenacres SA 5086",greenacres@communitykids.net.au,(08) 8261 0311,(08) 8261 0411,Ms Katie Gibbs,,,Non Government Preschool Providers
3754,Community Kids Kadina Early Education Centre,,"58 Port Road, Kadina SA 5554",kadina@communitykids.net.au,(08) 8821 1125,(08) 8821 1130,Mrs Jodi Panozzo,,,Non Government Preschool Providers
3004,Community Kids McLaren Vale Early Education Centre,,"224-226 Main Road, McLaren Vale SA 5171",mclarenvale@communitykids.com.au,(08) 8323 9554,(08) 8323 9668,Ms Sue McPhee,,,Non Government Preschool Providers
7787,Community Kids Montebello Early Education Centre,,"73 Suttontown Road, Mount Gambier SA 5290",montebello@communitykids.net.au,(08) 8724 7322,(08) 8724 7786,Ms Amy Cram,,,Non Government Preschool Providers
4743,Community Kids Mount Gambier Early Education Ctr,,"25 Wireless Road, Mount Gambier SA 5290",mtgambier@communitykids.com.au,(08) 8723 5422,(08) 8723 5433,Ms Samantha McCulloch,,,Non Government Preschool Providers
7978,Concordia College Early Learning Centre,,"20 Highgate Street, Highgate SA 5063",kwood@stjohnsls.sa.edu.au,(08) 8273 0412,(08) 8373 4504,Ms Kate Wood,,,Non Government Preschool Providers
6504,Concordia Kindergarten,,"29 Florence Street, Murray Bridge SA 5253",admin@concordiakindergarten.sa.edu.au,(08) 8532 1840,(08) 8532 1532,Mrs Lynette Schiller,,,Non Government Preschool Providers
5400,Creative Garden Early Learning Centre North Lakes,"PO Box 2005, Salisbury Downs SA 5108","917 Stebonheath Road, Munno Para West SA 5115",northlakes@internode.on.net,(08) 8284 0129,(08) 8254 9051,Ms Amanda Owens,,,Non Government Preschool Providers
4176,Crittenden Road Early Learning and Kinder,,"36 Crittenden Road, Smithfield Plains SA 5114",smithfieldplains@bubblensqueak.net.au,(08) 8254 8520,,Ms Adele Brown,,,Non Government Preschool Providers
3764,Early Steps Child Care Centre,"PO Box 345, Ingle Farm SA 5098","346-348 Montague Road, Para Vista SA 5093",info@earlystepschildcare.com.au,(08) 8263 3933,(08) 8263 3944,Ms Michelle Lomman,,,Non Government Preschool Providers
4207,Encounter Lutheran Early Learning Centre,,"64 Adelaide Road, Victor Harbor SA 5211",ctorok@encounter.sa.edu.au,(08) 8552 8880,(08) 8552 8833,Ms Celeste Torok,,,Non Government Preschool Providers
5757,Export Park Child Care Centre & Kindergarten,,"2 Graham Street, Export Park SA 5950",exportpark@gelcmail.com.au,(08) 8234 4731,(08) 8234 4731,Ms Tracey Thornhill,,,Non Government Preschool Providers
6985,Felixstow World of Learning,,"1 Wicks Avenue, Felixstow SA 5070",felixstow@worldoflearning.com.au,(08) 8336 7111,(08) 8336 7333,Ms Bronwyn Riley,,,Non Government Preschool Providers
2736,Gawler Community Child Care Centre,,"Finch Road, Gawler East SA 5118",director@gawlerchildcare.com.au,(08) 8522 2079,(08) 8523 5248,Mrs Jeannine John,,,Non Government Preschool Providers
5708,Glandore Private Kindergarten & Child Care Centre,,"178-180 Anzac Highway, Glandore SA 5037",glandorechildcare@bigpond.com,(08) 8293 6744,(08) 8293 6754,Ms Kerry Mahony,,,Non Government Preschool Providers
3006,Goodstart Early Learning - Aberfoyle Park,,"1 Windebanks Road, Aberfoyle Park SA 5159",abp@goodstart.org.au,(08) 8387 4511,(08) 8387 9314,Ms Rachelle Lohmeyer,,,Non Government Preschool Providers
4783,Goodstart Early Learning - Angle Park,,"19-25 Cowan Street, Angle Park SA 5010",ang@goodstart.org.au,(08) 8244 1488,,Ms Donna Seaton,,,Non Government Preschool Providers
3728,Goodstart Early Learning - Bedford Park,,"Hugh Cairns Avenue, Bedford Park SA 5042",scp@goodstart.org.au,(08) 8357 5436,(08) 8357 5438,Ms Linda Macey,,,Non Government Preschool Providers
4706,Goodstart Early Learning - Belair,,"22 Main Road, Belair SA 5052",bei@goodstart.org.au,(08) 8278 5947,,Ms Paula Pittman,,,Non Government Preschool Providers
5391,Goodstart Early Learning - Blackwood,,"39 Coromandel Parade, Blackwood SA 5051",ncw@goodstart.org.au,(08) 8278 4266,,Ms Tara Harnett,,,Non Government Preschool Providers
6039,Goodstart Early Learning - Blakeview,,"66-72 Park Lake Boulevard, Blakeview SA 5114",huk@goodstart.org.au,(08) 8254 9575,,Ms Melissa Griffiths,,,Non Government Preschool Providers
6866,Goodstart Early Learning - Campbelltown,,"24 Gorge Road, Campbelltown SA 5074",hta@goodstart.org.au,(08) 8336 9570,(08) 8336 9121,Ms Christian Gava,,,Non Government Preschool Providers
3722,Goodstart Early Learning - Clapham,,"89 Springbank Road, Clapham SA 5062",cct@goodstart.org.au,(08) 8374 2800,,Ms Hannah Payne,,,Non Government Preschool Providers
5385,Goodstart Early Learning - Evanston Park,,"25 Greening Drive, Evanston Park SA 5116",evp@goodstart.org.au,(08) 8522 4355,,Ms Mardi Miles,,,Non Government Preschool Providers
4193,Goodstart Early Learning - Gawler South,,"37 Twelfth Street, Gawler South SA 5118",gas@goodstart.org.au,(08) 8523 1488,,Ms Janine Ludwig,,,Non Government Preschool Providers
3726,Goodstart Early Learning - Glenelg,,"122-126 Tapleys Hill Road, Glenelg North SA 5045",gle@goodstart.org.au,(08) 8376 1833,,Ms Natasha Olrich,,,Non Government Preschool Providers
4708,Goodstart Early Learning - Hope Valley,,"1178-1180 Grand Junction Road, Hope Valley SA 5090",hva@goodstart.org.au,(08) 8264 1277,,Ms Katice Martin,,,Non Government Preschool Providers
5300,Goodstart Early Learning - Ingle Farm Kylie Cres,,"10-18 Kylie Crescent, Ingle Farm SA 5098",hcg@goodstart.org.au,(08) 8265 4111,,Ms Amy Daniels,,,Non Government Preschool Providers
5362,Goodstart Early Learning - Ingle Farm Roopena St,,"2 Roopena Street, Ingle Farm SA 5098",ing@goodstart.org.au,(08) 8395 9544,,Ms Kate Trepic,,,Non Government Preschool Providers
4776,Goodstart Early Learning - Linden Park,,"418 Portrush Road, Linden Park SA 5065",irk@goodstart.org.au,(08) 8338 1464,(08) 8379 9836,Ms Marrie Mather,,,Non Government Preschool Providers
3708,Goodstart Early Learning - Magill,,"38-40 Moules Road, Magill SA 5072",mag@goodstart.org.au,(08) 8364 1648,,Ms Paula Pittman,,,Non Government Preschool Providers
5323,Goodstart Early Learning - Mawson Lakes Avocet Drv,,"1-11 Avocet Drive, Mawson Lakes SA 5095",mlk@goodstart.org.au,(08) 8262 7633,,Ms Lisa Morgan,,,Non Government Preschool Providers
5393,Goodstart Early Learning - Mawson Lakes Elder Drv,,"18-28 Elder Road, Mawson Lakes SA 5095",mlt@goodstart.org.au,(08) 8285 4020,,Ms Georgina Karipidis,,,Non Government Preschool Providers
3729,Goodstart Early Learning - Melrose Park,,"135 Edward Street, Melrose Park SA 5039",mrs@goodstart.org.au,(08) 8351 2266,,Ms Tania Steinert,,,Non Government Preschool Providers
3757,Goodstart Early Learning - Mount Gambier,,"19-25 Queens Avenue, Mount Gambier SA 5290",mtg@goodstart.org.au,(08) 8724 7334,,Ms Rebecca Devlin,,,Non Government Preschool Providers
5395,Goodstart Early Learning - Nuriootpa,,"9-11 Vine Street, Nuriootpa SA 5355",nro@goodstart.org.au,(08) 8562 4150,,Ms Karen Hale,,,Non Government Preschool Providers
5365,Goodstart Early Learning - Old Reynella,,"101 Pimpala Road, Old Reynella SA 5161",rey@goodstart.org.au,(08) 8322 6311,,Ms Dem Ecclestone,,,Non Government Preschool Providers
3700,Goodstart Early Learning - Parafield Gardens,,"121 Shepherdson Road, Parafield Gardens SA 5107",pgd@childcare.com.au,(08) 8285 8011,,Ms Jody Innes,,,Non Government Preschool Providers
5322,Goodstart Early Learning - Paralowie Byron Bay Drv,,"14-18 Byron Bay Drive, Paralowie SA 5108",pwe@goodstart.org.au,(08) 8283 2900,,Ms Jill Rogers,,,Non Government Preschool Providers
3750,Goodstart Early Learning - Paralowie Yalumba Drive,,"27-29 Yalumba Drive, Paralowie SA 5108",hho@goodstart.org.au,(08) 8182 6230,,Ms Alex Lioulios,,,Non Government Preschool Providers
4741,Goodstart Early Learning - Payneham,,"403-407 Payneham Road, Felixstow SA 5070",pay@goodstart.org.au,(08) 8365 0105,,Ms Justine Teakle,,,Non Government Preschool Providers
6036,Goodstart Early Learning - Plympton,,"337 Anzac Highway, Plympton SA 5038",ply@goodstart.org.au,(08) 8371 4123,,Ms Tara Harnett,,,Non Government Preschool Providers
2738,Goodstart Early Learning - Pooraka,,"124 Henderson Avenue, Pooraka SA 5095",poa@goodstart.org.au,(08) 8262 4117,(08) 8262 7355,Ms Lisa Bartlett,,,Non Government Preschool Providers
5726,Goodstart Early Learning - Prospect,,"44 Prospect Road, Prospect SA 5082",pro@goodstart.org.au,(08) 8344 5933,,Ms Romana De Angelis,,,Non Government Preschool Providers
4178,Goodstart Early Learning - Salisbury North,,"102-112 Diment Road, Salisbury North SA 5108",san@goodstart.org.au,(08) 8283 3339,,Ms Tara Harnett,,,Non Government Preschool Providers
4189,Goodstart Early Learning - Seaford Rise,,"157 Griffiths Drive, Seaford Rise SA 5169",srs@goodstart.org.au,(08) 8327 4511,,Ms Vanessa Hateley,,,Non Government Preschool Providers
5275,Goodstart Early Learning - Semaphore Park,,"198 Bower Road, Semaphore Park SA 5019",sem@goodstart.org.au,(08) 8341 7377,,Ms Sharon McGregor,,,Non Government Preschool Providers
5347,Goodstart Early Learning - Semaphore South,,"59-65 Bower Road, Semaphore South SA 5019",sms@goodstart.org.au,(08) 8449 1488,,Ms Karen Prime,,,Non Government Preschool Providers
3719,Goodstart Early Learning - Sheidow Park Young St,,"1 Hutt Close, Sheidow Park SA 5158",shp@goodstart.org.au,(08) 8387 4000,,Ms Cynthia Higgins,,,Non Government Preschool Providers
3007,Goodstart Early Learning - Sheidow Pk Hutt Close,,"1A Young Street, Sheidow Park SA 5158",she@goodstart.org.au,(08) 8322 8855,,Ms Claire Elliott,,,Non Government Preschool Providers
4998,Goodstart Early Learning - Smithfield,,"2D Morialta Drive, Smithfield SA 5114",sfc@goodstart.org.au,(08) 8254 4299,,Ms Ashlea Scheisser,,,Non Government Preschool Providers
5367,Goodstart Early Learning - Whyalla,,"46-48 Beerworth Avenue, Whyalla SA 5600",why@goodstart.org.au,(08) 8645 8588,,Ms Susan Keating,,,Non Government Preschool Providers
5482,Green Leaves Early Learning Centre Seaford Meadows,"PO Box 952, Southport QLD 4215","1 Jackstaff Street, Seaford Meadows SA 5169",seafordmeadows@greenleaveselc.com.au,(08) 8327 6437,,Brianna Melville,,,Non Government Preschool Providers
4042,Greenwith Child Care Centre & Kindergarten,,"1699 Golden Grove Road, Greenwith SA 5125",admin@greenwithchildcare.com.au,(08) 8289 7311,(08) 8289 7577,Ms Eleni Foster,,,Non Government Preschool Providers
3742,Happy Valley Community Children's Centre Inc,"PO Box 169, Happy Valley SA 5159","Linda Street, Happy Valley SA 5159",director@happyvalleyccc.com.au,(08) 8381 1380,(08) 8387 4783,Ms Tracey Gabel,,,Non Government Preschool Providers
2742,Highway Child Care & Early Learning Centre,,"267 Salisbury Highway, Salisbury Downs SA 5108",highwayccc@adam.com.au,(08) 8258 4170,(08) 8258 4053,Ms Janine Griffin,,,Non Government Preschool Providers
2728,Hillbank Community Children's Centre,,"Penarth Court, Hillbank SA 5112",hcccc99@bigpond.com.au,(08) 8252 3455,(08) 8252 5380,Mrs Melissa Thompson,,,Non Government Preschool Providers
6983,Ignatius Early Years,,"58 Queen Street, Norwood SA 5067",rosemary.allen@ignatius.sa.edu.au,(08) 8130 7180,(08) 8130 7197,Ms Rosemary Allen,,,Non Government Preschool Providers
7979,Immanuel Primary School Early Learning Centre,,"Cnr Saratoga Drive & Morphett Road, Novar Gardens SA 5040",immps@immanuelps.sa.edu.au,(08) 8294 8422,(08) 8295 8828,Mr David Evans,,,Non Government Preschool Providers
5451,Islamic College of SA Early Learning Centre,"PO Box 147, Kilkenny SA 5009","22A Cedar Avenue, West Croydon SA 5008",principal@icoasa.sa.edu.au,(08) 8340 7799,(08) 8340 9988,Ms Labeeb Ahmed,,,Non Government Preschool Providers
4909,Jescott Montessori Preschool,,"6 Lorne Avenue, Magill SA 5072",horizonsmontessori@hotmail.com,(08) 8332 2090,(08) 8431 9900,Mrs Barbara Langford,,,Non Government Preschool Providers
5312,Judy's Childcare & Early Learning Centre,,"1 Scheibener Terrace, Gawler SA 5118",judys.childcare1@iinet.com.au,(08) 8522 6662,,Ms Judith Wotton,,,Non Government Preschool Providers
3712,Kerry Street Early Learning Centre,,"9 Kerry Street, Christies Beach SA 5165",jdbaxter1@optusnet.com.au,(08) 8384 3377,(08) 8384 4951,Ms Pam Norman,,,Non Government Preschool Providers
5321,Kiddywinks Child Care Centre,"PO Box 1267, Port Lincoln SA 5606","17 Freeman Avenue, Port Lincoln SA 5606",kidwinksdirector@bigpond.com,(08) 8683 1500,(08) 8682 4255,Ms Lynne Hoopman,,,Non Government Preschool Providers
4170,Kin Kin Early Education,,"228-230 Adelaide Road, Murray Bridge SA 5253",info@kin-kin.com.au,(08) 8531 3062,,Ms Anna Atherton,,,Non Government Preschool Providers
5399,Kindy Patch Burton,"PO Box 2124, Elizabeth Park SA 5113","107-115 Springbank Boulevard, Burton SA 5110",burton@kindypatch.com.au,(08) 8280 5599,,Ms Tracy Crossfield,,,Non Government Preschool Providers
3724,Kindy Patch Reynella,,"99-107 Main South Road, Reynella SA 5161",reynella@kindypatch.com.au,(08) 8381 1269,(08) 8381 8382,Ms Elizabeth Cooper,,,Non Government Preschool Providers
2712,Kindy Patch Salisbury Heights,"PO Box 2124, Elizabeth Park SA 5113","41 The Grove Way, Salisbury Heights SA 5109",salisburyheights@kindypatch.com.au,(08) 8258 9877,(08) 8258 9458,Ms Lisa Morgan,,,Non Government Preschool Providers
4160,Kindy Patch Salisbury North,"PO Box 515, Varsity Lakes QLD 4227","1 Trinity Crescent, Salisbury North SA 5108",salisburynorth@kindypatch.com.au,(08) 8285 2009,,Ms Salise Arnold,,,Non Government Preschool Providers
5394,Kingston Road Early Learning and Kinder,,"29 Kingston Road, Port Pirie South SA 5540",director@kingstonroadelc.com.au,(08) 8632 2966,,Ms Jenna Turner,,,Non Government Preschool Providers
3735,Lady Gowrie CCC Underdale Campus,,"10 Arthur Lemon Drive, Underdale SA 5032",info@gowriesa.org.au,(08) 8354 2745,(08) 8443 7552,Ms Eleanor Scrafton,,,Non Government Preschool Providers
5053,Lockleys Child Care & Early Learning Centre,,"25 Pierson Street, Lockleys SA 5032",lockleysccc@optusnet.com.au,(08) 8234 6002,(08) 8234 6054,Ms Dionne McRostie,,,Non Government Preschool Providers
7981,Loxton Lutheran School Early Learning Centre,,"6 Luther Road, Loxton SA 5333",triciaw@loxton-lutheran.sa.edu.au,(08) 8584 7496,(08) 8584 5478,Mr Terry Sawade,,,Non Government Preschool Providers
5474,Montessori House Morphettville,,"131a Morphett Road, Morphettville SA 5043",info@adelaidemontessori.com.au,(08) 8376 8812,(08) 8376 8813,Ms Anna Standish,,,Non Government Preschool Providers
4173,Montessori Kids,,"1 Peterson Street, Somerton Park SA 5044",carsten4@bigpond.net.au,(08)8278 3954,,,,,Non Government Preschool Providers
5450,Mt Barker Waldorf School Preschool,,"27 Sims Road, Mount Barker SA 5251",office@mtbarkerwaldorf.sa.edu.au,(08) 8391 0411,(08) 8391 2386,Ms Deborah Bottin,,,Non Government Preschool Providers
3739,NACYS Child Care Centre,"PO Box 1518, Davoren Park SA 5113","Oldford Street, Davoren Park SA 5113",sharonmutch@nacys.asn.au,(08) 8287 1866,(08) 8287 3434,Mrs Sharone Mutch,,,Non Government Preschool Providers
5502,Navigator College Early Learning Centre,"PO Box 3199, Port Lincoln SA 5606","61 Windsor Avenue, Port Lincoln SA 5606",office@navigator.sa.edu.au,(08) 8682 5099,(08) 8682 5088,Mrs Kaye Mathwin-Cox,,,Non Government Preschool Providers
6982,Nazareth Early Childhood Centre,"PO Box 28, Findon SA 5023","176 Crittenden Road, Findon SA 5023",info@nazareth.org.au,(08) 8406 5080,(08) 8406 5081,Ms Kate Turner,,,Non Government Preschool Providers
5298,Northgate Child Care Centre & Kindergarten,,"136 Folland Avenue, Northgate SA 5085",admin@northgatechildcare.com.au,(08) 8369 2999,(08) 8369 2988,Mrs Amanda Robey,,,Non Government Preschool Providers
2711,Oasis Community Children's Centre,,"27 Ann Street, Salisbury SA 5108",oasischildcare1@bigpond.com.au,(08) 8281 4148,(08) 8250 9399,Ms Cassy Callus,,,Non Government Preschool Providers
3765,O'Halloran Hill Child Care Pty Ltd,"C/-, 2 Cypress Drive, Morphett Vale SA 5162","5 Majors Road, O'Halloran Hill SA 5158",oh.childcare@outlook.com,(08) 8296 6564,,Ms Jill Brodyk,,,Non Government Preschool Providers
4204,Open Arms Community Child Care Centre,,"1070 Torrens Valley Road, Birdwood SA 5234",info@openarms.net.au,(08) 8568 5011,(08) 8568 5746,Ms Tamara Zilm,,,Non Government Preschool Providers
5375,Paradise Early Learning Child Care Centre & Kinder,,"67 Darley Road, Paradise SA 5075",paradiseelc@gelcmail.com.au,(08) 8337 7077,(08) 8337 7055,Ms Erin Hayman,,,Non Government Preschool Providers
7980,Pembroke School Early Learning Centre,"342 The Parade, Kensington Park SA 5068","4 Holden Street, Kensington Park SA 5068",wwills@pembroke.sa.edu.au,(08) 8366 6200,(08) 8366 6201,Ms Maryann Lomax,,,Non Government Preschool Providers
2730,Pooraka Community Child Care Centre,,"23-27 South Terrace, Pooraka SA 5095",pooraka@yawarra.org.au,(08) 8262 1055,(08) 8262 8195,Ms Lisa Aistrope,,,Non Government Preschool Providers
7991,Portside Christian College Early Learning Centre,"PO Box 5015, Port Adelaide SA 5015","1 Causeway Road, New Port SA 5015",admin@portside.sa.edu.au,(08) 8341 5133,(08) 8242 3066,Ms Rina Visser,,,Non Government Preschool Providers
5449,Precious Cargo - Lockleys Pty Ltd,,"390 Henley Beach Road, Lockleys SA 5032",lockdirector@preciouscargoeducation.com.au,(08) 8234 1144,,Ms Donna Brine,,,Non Government Preschool Providers
3763,Precious Cargo - Myrtle Bank,,"3 Fisher Street, Myrtle Bank SA 5064",mbdirector@preciouscargoeducation.com.au,(08) 8130 6699,(08) 8130 6622,Ms Irene Anibaldi,,,Non Government Preschool Providers
5434,Precious Cargo - Westbourne Park,,"183 Cross Road, Westbourne Park SA 5041",wpdirector@preciouscargoeducation.com.au,(08) 8271 8388,,Ms Cheryl Shigrov,,,Non Government Preschool Providers
5495,Precious Cargo - Woodville Park,,"699-709 Port Road, Woodville Park SA 5011",woodvillepark@preciouscargoeducation.com.au,(08) 8244 5139,,Ms Cheryl Shigrov,,,Non Government Preschool Providers
3755,Precious Cargo Montessori CC & ELC Pty Ltd,,"79-83 Stephen Terrace, St Peters SA 5069",spdirector@preciouscargoeducation.com.au,(08) 8363 5669,(08) 8363 5662,Ms Cheryl Shigrov,,,Non Government Preschool Providers
3031,Prince Alfred College Early Learning Centre,"PO Box 571, Kent Town SA 5067","The Parade West, Kent Town SA 5067",elcadmin@pac.edu.au,(08) 8334 1258,,Ms Melanie Garland,,,Non Government Preschool Providers
